sample_id,acceptance_status,acceptance_reason,trajectory_checksum,d_is_zero,mu_M1,mu_M2,hn,vn,kpn1,kpn12,mu_n12,a_inf2,mu_n10
929,accepted,,76a5772e81fa76b8,True,1,2A,2B,2B,1,2A,1,2B,1
930,accepted,,4981dc842201002b,False,1,1,2B,2B,2B,2B,1,2B,2A
931,accepted,,4bd2318e4f2c72ee,False,2B,2B,1,2A,1,2A,2B,2B,1
932,accepted,,8bfd2d5b18600d8e,False,2A,2B,1,2A,1,2B,1,2A,1
933,accepted,,593727517efd00e2,True,1,2B,1,2B,1,2B,1,2B,2B
934,accepted,,6acb00a286fc3d64,False,1,2A,1,2B,2B,1,1,2A,1
935,accepted,,9d983a86caa91b76,False,1,1,1,2B,1,2A,1,2B,2B
936,accepted,,7157438f9078b9e4,False,1,2B,1,2A,1,1,2B,2B,2A
937,accepted,,97736803be12444d,True,2B,2A,2B,2B,2A,1,2B,2A,2B
938,accepted,,758e380e63de8516,True,1,1,1,2A,2A,2B,1,2B,1
939,accepted,,2be5690326a86536,False,2A,1,2B,2A,1,2B,2B,2A,2B
940,accepted,,18d55a6711111c42,True,2A,2A,2B,2B,1,1,2B,1,2B
941,accepted,,47c3797c03d96c4e,False,2A,2B,2B,2A,2B,1,2B,1,2B
942,accepted,,bf11091efbdbef5f,False,2A,2A,1,2A,1,2B,2B,2B,2B
943,accepted,,c09bd40453246596,False,2A,2A,2B,2B,1,2B,1,2A,1
944,accepted,,96cb3d283205f51a,False,1,2B,2B,2B,1,2B,2B,2B,2A
945,accepted,,0f740cfd7f60f06d,False,2A,2A,2B,2A,1,2A,1,2B,2B
946,accepted,,d4b14922a17681fd,False,2B,2A,1,2A,2A,2B,1,2A,1
947,accepted,,17012ab188f34bf8,False,1,2B,1,2A,2A,2B,1,2B,2A
948,accepted,,f14537bb2e16e3da,False,2B,2A,1,2B,2A,2A,2B,2A,2A
949,accepted,,e35d60b27fa23935,False,2B,1,2B,2A,2A,1,2B,1,1
950,accepted,,004f63e45de21501,False,2A,1,1,2B,2A,2A,2B,2A,2B
951,accepted,,bb77361b4ceede47,True,2A,1,1,2A,2B,1,2B,2B,2A
952,accepted,,64d8a433d3dcb0be,True,2A,2A,2B,2A,2B,1,2B,1,2A
953,accepted,,b0e8b893471aff44,False,2A,2B,1,2B,2A,1,1,2B,1
954,accepted,,0c20151dad37a843,False,2B,1,2B,2B,2B,1,2B,2A,2A
955,accepted,,dd0fb7d578fcb67d,True,2B,2A,2B,2B,2B,2A,1,1,2B
956,accepted,,aa5ac10755021426,False,1,2B,1,2B,2B,2A,1,2A,1
957,accepted,,9612287b58074181,True,2B,2A,1,2A,2A,2B,1,2A,2B
958,accepted,,1d53db0ae756a305,False,2B,2B,1,2B,2B,2B,1,2A,2B
959,accepted,,6d33520b5b4e6438,False,2B,2B,2B,2A,2B,2B,1,1,2B
960,accepted,,e5a7b237c039ca75,False,2A,1,1,2B,2A,2B,1,1,1
961,accepted,,8da6426c6d94bd19,True,2B,2A,2B,2B,2A,2B,1,1,2B
962,accepted,,b936cb05ce24e92c,False,2B,2A,1,2A,2A,2A,2B,1,2B
963,accepted,,a42295416f391750,True,2B,2B,1,2B,1,1,2B,2B,2B
964,accepted,,5acbdd0ab8928db5,False,1,2A,2B,2A,1,2B,2B,2B,2B
965,accepted,,487ca827ab7a57af,True,2A,2A,1,2B,1,1,1,1,2B
966,rejected,integration_exception: array must not contain infs or NaNs,,True,2A,2A,1,2B,2B,2B,1,2A,1
967,accepted,,372bd61d5a40bcbb,False,1,2A,1,2B,2A,2A,1,2A,2A
968,accepted,,4386775efadc5a06,False,2A,1,1,2A,1,2B,1,2B,1
969,accepted,,fd9b7fc3275559fc,False,2B,1,1,2B,2A,1,2B,2B,2B
970,accepted,,22b7c7e0d157e51d,True,2B,2A,1,2A,2B,2B,2B,2B,1
971,accepted,,b473cc938397bc73,False,2A,2A,1,2A,2B,1,2B,2B,2A
972,accepted,,b65cd9c4bec3a657,False,2A,2B,2B,2A,1,1,2B,2A,2B
973,accepted,,484909db15fa4d4d,False,2B,2A,2B,2A,2B,2B,1,2A,2A
974,accepted,,eb864dc18370d386,True,2A,2A,1,2B,2A,2A,2B,2A,2A
975,accepted,,cec226290a63f8d4,False,1,1,2B,2A,2A,1,1,2B,2B
976,accepted,,c73e856bac8e0a78,True,1,2B,2B,2B,2A,2A,1,2B,1
977,accepted,,609c66724e07964c,False,1,2B,1,2B,1,2B,2B,1,2B
978,accepted,,83d187cbfcc45fd0,True,2B,1,1,2B,2B,1,2B,1,1
979,accepted,,be10825dba0efa5e,True,1,2B,2B,2B,1,1,2B,2B,2A
980,accepted,,4f5a92bcd40bd186,True,2A,2B,1,2A,2B,1,2B,2A,2B
981,accepted,,0e3d3ca75911c3c1,False,2A,1,2B,2A,2B,2B,2B,2A,2B
982,accepted,,4df1644b63836da0,False,2A,2A,2B,2B,2A,2B,2B,2B,1
983,accepted,,1fcc8ce7c1e60ae8,False,1,2A,2B,2B,1,2A,1,2B,1
984,accepted,,ce609af60b259fcb,False,2B,1,1,2A,2A,2A,1,2A,2A
985,accepted,,adf2e1fe5315f2a5,True,2A,1,2B,2B,1,2A,1,1,2A
986,accepted,,ce1bdc37bfef086e,True,2A,1,2B,2A,2A,2A,2B,2B,2B
987,accepted,,076c8960a4492ef7,False,1,2A,2B,2B,1,2A,1,1,1
988,accepted,,83b84f5d4cef88b1,False,1,1,2B,2B,1,1,2B,2B,2B
989,accepted,,3d9c35334ea1c0fa,False,2B,2A,2B,2A,2A,1,1,2A,1
990,accepted,,afeb8df0438f9dc5,False,2B,2B,1,2A,1,2B,1,2A,1
991,accepted,,db390340fb791daa,False,2A,2B,2B,2A,2A,2A,1,1,2A
992,accepted,,43954da720271b40,True,1,1,1,2A,1,2A,1,1,2B
993,accepted,,eb79899506893719,False,1,2B,1,2A,2B,2A,1,1,1
994,accepted,,59f86ab09eb781cf,False,2B,1,2B,2A,2A,1,2B,1,2B
995,accepted,,242efea7a8c09c9b,True,2B,2B,1,2B,2A,2B,1,2B,2B
996,accepted,,cca90d284d55a0fd,True,1,2A,1,2A,2B,2A,1,2A,2A
997,accepted,,f42a6cc53dc28cdb,False,2A,2B,2B,2B,2A,1,1,2A,2B
998,accepted,,45e568ef17d277e2,True,2B,2A,2B,2A,2A,2B,1,2A,2B
999,accepted,,ad9c9a426b736ebe,False,2B,2A,1,2A,2B,1,1,2A,1
1000,accepted,,99a9bfe04e2f51ae,False,2A,2A,2B,2A,1,2B,1,1,1
1001,accepted,,6e0e1c4d67f2a745,True,2B,1,2B,2A,2B,2A,2B,2A,2B
1002,accepted,,e91bb48a2cb940fa,False,2A,1,1,2A,2B,1,2B,2A,2B
1003,accepted,,aa04a4bad29d4da5,True,2A,2B,1,2A,1,2A,1,2A,1
1004,accepted,,eb1b62d7618e8a18,False,2B,2A,2B,2A,2A,1,1,2A,1
1005,accepted,,dfca41c675f5c896,True,1,1,1,2A,2A,1,2B,2A,2A
1006,accepted,,34c7cb4fb9398587,True,2B,2A,2B,2B,2B,2A,2B,2A,2A
1007,accepted,,9a97024223cf71b9,False,1,2A,1,2B,2B,2A,2B,2A,2B
1008,accepted,,a4920a221d744a2a,True,2A,2B,1,2A,2A,1,1,1,2B
1009,accepted,,a571bd351a471127,True,2A,1,1,2A,1,2A,2B,2B,2A
1010,accepted,,6ce48334fa0c38d6,False,2B,2B,2B,2B,2B,2A,1,1,2A
1011,accepted,,5da94361a6286f63,False,2A,2A,2B,2B,1,1,1,2A,2A
1012,accepted,,17ecda2e1b77b471,False,1,1,2B,2A,1,1,2B,1,1
1013,accepted,,377498edd51cf110,True,2B,2A,1,2B,2B,1,2B,2A,1
1014,accepted,,dcedaf3c9181dcc6,False,2B,2B,1,2B,1,1,2B,2A,1
1015,accepted,,cb1b052d2d01f0b3,False,2B,2A,1,2A,1,2A,1,2B,1
1016,accepted,,3f6144a21a9a1787,True,2A,1,2B,2B,2A,2A,2B,1,1
1017,accepted,,b361c33af2922c86,False,2A,2B,2B,2B,1,2B,1,2B,2A
1018,accepted,,b29b75058e0b3800,False,1,2B,2B,2A,2B,2A,2B,1,2A
1019,accepted,,32b49903eedbe45f,True,2B,1,2B,2A,2A,2A,1,2A,2A
1020,accepted,,64308f9fe26513f7,False,1,1,2B,2A,2B,2A,2B,2A,1
1021,accepted,,2da9486836381284,True,1,2B,2B,2A,2A,1,1,1,2A
1022,accepted,,baca9c13f20d6ce9,True,2B,2A,1,2A,1,2A,2B,1,2A
1023,accepted,,1545452ff351113c,True,2B,2A,2B,2B,1,2A,1,1,2A
1024,accepted,,cb9f26e7349b00b2,False,1,2A,1,2A,2A,1,1,2B,1
1025,accepted,,aa23fdae71cee990,False,2B,1,1,2A,1,2A,1,2B,1
1026,accepted,,d39461dc76733c03,True,2B,1,2B,2B,2A,2B,1,2A,2A
1027,accepted,,ea5a5d010e07a09d,True,2B,2A,2B,2B,1,1,1,2B,2A
1028,accepted,,ddc845053a43b9d0,True,2B,1,2B,2A,1,1,1,1,2B
1029,accepted,,8f0fc50675f79821,True,2B,2B,2B,2B,2A,2B,2B,2B,1
1030,accepted,,0394a80d58b1905e,True,2A,2B,2B,2A,1,1,1,1,2A
1031,accepted,,3bc0bdf7702e8411,True,2B,2A,1,2B,2B,1,1,1,1
1032,accepted,,d38b8244c16aff9c,True,2A,1,2B,2A,2A,2A,1,2A,2B
1033,accepted,,ac855bdc9f1e244a,False,1,2B,1,2B,1,2B,1,2B,2B
1034,accepted,,ed7276156881aade,False,1,2B,2B,2B,2B,2B,2B,2A,1
1035,accepted,,015867b2d192acd9,False,2B,2B,1,2B,2A,2B,1,2A,2B
1036,accepted,,c246fca41954f26a,False,1,1,2B,2B,2B,2A,1,1,2B
1037,accepted,,c297d799beb65300,False,2A,1,1,2B,2B,2B,2B,1,2A
1038,accepted,,b80eaa11b6c3e579,False,2A,2B,1,2A,2A,2B,1,1,2B
1039,accepted,,2dda52b918654e7e,False,2B,2A,1,2B,2A,2B,2B,2A,1
1040,accepted,,65eef6cc8ad1c0ca,True,2A,2B,2B,2A,1,2B,2B,2B,1
1041,accepted,,45c659a73e3ecec0,True,2A,1,2B,2A,1,2B,2B,2B,2A
1042,accepted,,cc63fbc05299c717,False,2A,2B,1,2A,2A,1,1,2A,1
1043,accepted,,d712cddd985934ce,False,2A,2B,2B,2A,2A,2B,2B,2A,2A
1044,accepted,,9ec447fd3b57d4d5,False,1,2B,2B,2A,2B,2B,1,2A,1
1045,accepted,,30f02b87d0f93e72,True,2A,2A,1,2B,1,2A,2B,2A,2A
1046,accepted,,cc74200a664d3064,True,2A,1,1,2A,2B,2A,1,2B,2B
1047,accepted,,9e7411c3759ebcd8,False,2A,1,1,2B,2B,1,2B,1,2A
1048,accepted,,b76d47cefaee42e1,True,2B,2B,2B,2B,1,2B,1,2A,1
1049,accepted,,44cf65aeec76d451,False,2B,1,2B,2B,2B,2B,2B,1,2A
1050,accepted,,2373a3075e406c04,True,2B,2A,2B,2A,2A,2B,1,2B,2A
1051,accepted,,8fe9dbd563800433,False,2A,2A,2B,2A,1,1,2B,1,2A
1052,accepted,,08aa88e4d0dde750,False,2B,2B,2B,2B,2A,1,1,2A,2B
1053,accepted,,b5f4793f5c0997d3,False,2B,1,2B,2A,2A,1,2B,2B,2A
1054,accepted,,24afd0edded9ed7d,False,2A,2A,1,2B,2B,2B,2B,1,2B
1055,accepted,,49320d8e0796b1e7,False,2A,2B,1,2B,1,2A,2B,2A,2A
1056,accepted,,b804da27efa82bee,True,2B,2B,1,2A,2A,2A,2B,2B,2A
1057,accepted,,0408b8875ac3c360,True,2A,2B,1,2B,2B,2A,1,2B,1
1058,accepted,,f952f20311965bc7,False,1,2B,1,2A,1,2A,2B,2A,2B
1059,accepted,,ea23c5fb4d3e3505,False,2A,2A,1,2A,2A,2A,2B,1,2A
1060,accepted,,2fc8a10cadb9caf8,False,2B,1,2B,2B,1,2B,2B,2A,2B
1061,accepted,,accc08ee727b7612,False,2B,2A,2B,2B,1,2B,2B,2B,1
1062,accepted,,7abbf0139810efe1,True,2A,1,1,2A,2A,2A,2B,2B,2B
1063,accepted,,947f89f985f00f7e,False,2B,2A,2B,2B,2A,1,2B,1,2B
1064,accepted,,a59006e09419850f,True,2B,2A,2B,2A,1,2A,1,1,2A
1065,accepted,,2bb285c8cdeab06b,True,1,1,1,2B,2A,2B,2B,2A,2B
1066,accepted,,0e8dc3054bc9aa6e,False,2B,1,1,2B,2A,2A,1,2A,1
1067,accepted,,6c35fac7f7852ba3,True,2A,1,1,2B,1,2B,1,1,1
1068,accepted,,9ef526ec03c1a1fe,False,2A,2B,1,2A,1,2B,1,1,2A
1069,accepted,,aee41ba71b57ebd7,False,2A,2B,2B,2B,1,2A,1,2B,1
1070,accepted,,7fc599cc9f3b9278,False,2B,1,2B,2B,2A,1,1,2B,2A
1071,accepted,,e703b1007dbef39b,False,1,1,1,2A,2B,2B,1,2B,2A
1072,accepted,,b5382fe6d42bd1ce,True,2B,1,2B,2A,1,1,2B,2B,2A
1073,accepted,,87b5b292aa686ce5,False,2B,2A,2B,2A,2B,2B,1,2A,2A
1074,accepted,,ec60ba45c492923b,True,2B,2A,1,2B,1,1,1,1,1
1075,accepted,,09e8988256048c6b,False,2B,2B,1,2B,2A,2B,1,2A,1
1076,accepted,,c8c6fb07962f0cfc,True,2B,1,2B,2B,2B,2B,1,2A,1
1077,accepted,,0415d959d512ab40,True,2A,2B,1,2A,2B,1,1,2A,1
1078,accepted,,6bf8f24db3bff837,True,2A,2B,2B,2B,1,2B,1,2B,2A
1079,accepted,,5ec622dade0644d1,False,2A,2B,1,2B,1,1,1,1,1
1080,accepted,,cbc7577768056a34,False,2A,1,2B,2A,2B,1,1,2A,2A
1081,accepted,,622d92b6453868ca,False,2B,2A,1,2A,1,2B,2B,2B,2B
1082,accepted,,e5901822d03228f7,False,2B,1,2B,2A,2B,2B,1,2B,2A
1083,accepted,,3e95251b404c5ff1,False,2A,2B,1,2A,1,2B,1,2A,1
1084,accepted,,8a92262ac824dbef,False,2A,2B,1,2B,2B,2A,2B,2A,1
1085,accepted,,664cbb054f06189f,True,2B,2B,1,2A,2B,2B,1,2A,2A
1086,accepted,,654ad482737372d7,False,2B,1,2B,2B,2B,2A,1,1,1
1087,accepted,,7cdba30d1f6221dc,True,2A,2B,2B,2B,2B,2A,2B,2A,2B
1088,accepted,,9a267f3e736c07f9,False,2A,2A,1,2A,1,2B,1,1,2B
1089,accepted,,3ebeee6974ab34ff,False,2B,2B,1,2B,1,1,2B,1,2B
1090,accepted,,8b860e53d8f79ab2,True,1,1,2B,2A,1,2B,1,1,2B
1091,accepted,,ada982fc7dad74bc,True,1,2A,2B,2A,2B,2A,2B,2B,2B
1092,accepted,,9f922028558d1623,False,2A,1,1,2A,2A,2A,2B,2B,2A
1093,accepted,,3fb0f4ff5e83087e,True,2B,2B,1,2A,1,2B,1,2B,2B
1094,accepted,,df0ed1d1a5e117e5,False,2A,2A,1,2B,2B,2B,1,2B,2B
1095,accepted,,c1bd353fc7c674d7,True,2A,2B,2B,2A,2B,2B,2B,2A,2A
1096,accepted,,8d1ee021947d2214,False,2A,2A,2B,2A,1,2A,1,2A,1
1097,accepted,,9d98dc50b07af35f,False,1,1,2B,2B,1,2B,2B,1,2B
1098,accepted,,b6346dec80c00ee3,False,1,1,1,2A,2B,2B,2B,2B,1
1099,accepted,,f80e71ef551ec815,False,1,2A,1,2B,2B,2B,1,2A,1
1100,accepted,,7bf72554762bf4e5,True,1,2B,1,2B,2A,1,1,1,1
1101,accepted,,6e0e786d24fd8f73,False,1,1,2B,2B,2A,1,2B,1,2A
1102,accepted,,7e96dad3f68be7f1,True,2B,2A,2B,2B,2B,1,1,2A,1
1103,accepted,,ff97df5bb787277f,False,1,1,1,2A,1,1,1,1,2A
1104,accepted,,da4a3e4ab4440d92,False,2B,1,1,2A,2B,2B,2B,2A,2A
1105,accepted,,8ca8bbac3422fd69,False,2A,2A,1,2A,2B,2A,2B,2B,2A
1106,accepted,,fa231d61924a75ea,False,2B,2A,2B,2B,2A,2B,1,2B,2A
1107,accepted,,32fb4402bcfe97ce,False,2B,1,2B,2B,2B,2A,2B,2A,2A
1108,accepted,,4c1a7b14153aafe3,False,1,1,2B,2B,2B,1,1,2B,2B
1109,accepted,,870cbefe90fd53e1,False,1,2B,1,2B,2B,2A,2B,2B,1
1110,accepted,,d0a42a74e0cd1566,False,2B,1,1,2A,2B,2A,1,1,2B
1111,accepted,,f2bd11eb896c261e,True,2B,2B,1,2A,2A,2B,1,2B,1
1112,accepted,,e30e6c01bb7143a9,False,2B,1,1,2B,2A,2B,1,2A,1
1113,accepted,,48dcf28355302bd1,False,2A,1,2B,2A,2A,2B,1,2B,2B
1114,accepted,,c2468e85fb9f96ad,False,2B,2B,1,2A,2A,1,1,2A,1
1115,accepted,,f41208280fb0f2c3,False,2A,2A,2B,2A,2A,2B,2B,2B,1
1116,accepted,,85cfe68f9628125c,True,2A,2B,2B,2A,2A,1,1,1,2B
1117,accepted,,015616ca251d5969,True,2B,1,2B,2B,2B,2B,2B,1,1
1118,accepted,,69088cecf76382f3,True,2A,2B,2B,2B,1,1,1,2B,1
1119,accepted,,d67514ad2e3f1843,False,1,2A,2B,2B,1,2A,1,2A,2A
1120,accepted,,4804614594aae0d3,True,2A,2B,2B,2A,2B,1,2B,1,2B
1121,accepted,,b89a4292c0e50309,False,1,2B,1,2A,2B,2A,1,1,2A
1122,accepted,,4e54a26c97d8427c,False,2B,1,1,2A,2A,2B,2B,2B,2A
1123,accepted,,acbc255cf8d02f06,True,2B,1,2B,2B,2B,2B,1,1,2B
1124,accepted,,1fc8f96f2ecb848b,False,1,2B,1,2A,2B,1,2B,1,2B
1125,accepted,,72361041a66df996,False,2A,2B,2B,2B,2A,1,2B,2B,2B
1126,accepted,,832305d7a0cd86ce,True,2A,1,2B,2A,2B,1,1,2B,1
1127,accepted,,8fadedb3d9936a81,False,1,1,1,2A,2B,2B,2B,1,2A
1128,accepted,,41210977551d0fe4,False,1,2B,2B,2A,2A,2A,2B,2B,1
1129,accepted,,f9896ea5f0571271,False,2A,2B,1,2A,2B,2A,1,2A,1
1130,accepted,,58d1e0c4f092ba95,True,1,1,2B,2A,1,1,1,2B,2A
1131,accepted,,fdde141a601148b5,True,1,2A,2B,2B,2B,1,1,1,1
1132,accepted,,9fdeed854f3d6f6e,False,2B,1,2B,2A,1,1,1,1,1
1133,accepted,,4dd3bd4772fb5c55,True,2B,2B,1,2B,2B,1,2B,2B,1
1134,accepted,,3d0d07dd30eccedc,False,2A,2A,1,2A,2B,2A,1,2B,1
1135,accepted,,600fb72652d2a2b5,False,1,2B,2B,2B,2A,2B,1,1,2A
1136,accepted,,6cec8e831d2753a4,False,2A,2B,2B,2B,2B,2A,1,1,1
1137,accepted,,749a2fb3b6f7a364,False,1,1,1,2A,2B,2B,2B,2A,2A
1138,accepted,,39980e576492f3a3,False,1,2B,1,2A,2B,2A,2B,2B,2B
1139,accepted,,2284f5e043933cd9,True,2A,2A,1,2A,2B,1,1,1,2B
1140,accepted,,68f0d21301c550db,True,2B,2B,2B,2A,2B,2B,2B,2B,1
1141,accepted,,7b175e27e3eba647,False,1,2B,1,2B,2B,2B,1,2A,2A
1142,accepted,,0d3a74525539d0a1,False,1,2B,1,2B,2B,1,2B,2A,2A
1143,accepted,,710dd8ee8f64f641,False,1,2A,2B,2A,2A,2A,2B,2B,2A
1144,accepted,,dace42a21f457f44,False,2A,2A,1,2A,2B,1,1,1,2B
1145,accepted,,f9394943724610a4,False,2B,2B,2B,2B,2A,1,2B,1,2B
1146,accepted,,513cb13f818faa5f,True,1,1,1,2B,1,2B,1,2B,1
1147,accepted,,a31d3ce16330f83c,True,1,2A,2B,2B,1,1,1,2B,2A
1148,accepted,,ddcbd774861e4fef,True,2A,1,1,2B,1,1,2B,2B,2A
1149,accepted,,fa6c2e0b9e9eff7b,False,1,2B,2B,2B,2B,2B,1,2B,2B
1150,accepted,,c26a8490d3834036,False,1,1,2B,2A,1,2B,1,2B,2A
1151,accepted,,6a11cefc408a1283,True,2A,1,1,2B,2B,2B,2B,2B,2A
1152,accepted,,75e5f3772d4f7f49,False,2B,1,1,2B,2B,1,1,2A,2A
1153,accepted,,4f5ca7b775e90443,True,1,2A,1,2B,1,2B,1,1,2B
1154,accepted,,b2950462c26c55d3,True,2B,2B,1,2A,2B,1,2B,2A,1
1155,accepted,,81c88e98af8dc184,False,2A,1,1,2B,2A,1,2B,2B,2B
1156,accepted,,618f06c402ee292b,True,2B,2B,2B,2B,2A,1,1,1,2A
1157,accepted,,6e5e1f72440b6487,True,2B,1,1,2B,1,2A,1,2A,2A
1158,accepted,,eb29508c662daf6a,True,1,2B,1,2A,1,2B,2B,2B,2B
1159,accepted,,aa6500a915beaee6,True,2B,2B,2B,2A,1,2B,2B,2B,2B
1160,accepted,,4ee6bd0cffca65ac,True,2B,1,2B,2A,1,2A,1,2A,2A
1161,accepted,,0f02a92d335226b7,False,1,2B,1,2B,2B,2B,2B,2A,2A
1162,accepted,,80235c366f459745,True,2A,2A,1,2A,1,2B,1,1,1
1163,accepted,,6c7597b2a8311ec2,True,2B,1,1,2B,2B,2B,1,1,1
1164,accepted,,acba592e9c3c1d62,False,2B,2A,1,2B,2B,2B,1,1,2A
1165,accepted,,14c41d0349d1ceec,True,2B,1,2B,2B,2B,2A,1,1,2B
1166,accepted,,d6c621dea8740119,True,2A,2A,1,2B,1,1,1,2B,2A
1167,accepted,,cb3464a948f973e6,True,2A,1,2B,2B,1,1,1,1,2A
1168,accepted,,0d26cb6684a3f340,False,1,1,2B,2B,1,2A,2B,1,2B
1169,accepted,,b44a0a96fcea1ebb,False,2A,2A,2B,2B,2A,2A,2B,2B,2A
1170,accepted,,72eaa655bb3d2419,False,1,2A,1,2A,2B,2B,2B,1,2A
1171,accepted,,b075915b59637130,True,1,2B,2B,2B,1,2B,1,1,1
1172,accepted,,134b3f75562814c3,False,1,2B,2B,2B,2A,1,1,2B,1
1173,accepted,,9951b61e13374bfd,True,1,2A,2B,2A,2B,2B,2B,2B,2A
1174,accepted,,a5b33178765d6594,True,2A,2A,1,2B,1,2A,2B,2A,2A
1175,accepted,,248d046562a6d68d,True,1,1,2B,2A,2B,1,2B,2B,2B
1176,accepted,,6ec98681a92c875d,False,2B,2A,2B,2A,1,2A,2B,2A,2A
1177,accepted,,f8c5432834e9acc3,False,2A,1,2B,2B,2A,1,1,1,2B
1178,accepted,,6e71697be0662ab1,False,1,2B,2B,2A,2A,1,1,2A,2A
1179,accepted,,13f7e20eba640cce,True,1,1,2B,2B,1,2A,2B,1,2A
1180,accepted,,062734a8349e84b2,True,2A,2B,1,2A,2B,2B,2B,2A,2A
1181,accepted,,891a39307161d7d0,False,1,2B,1,2A,2B,2A,2B,2A,2A
1182,accepted,,4c279cc6543979b9,False,2B,2A,1,2A,2A,2B,1,1,2B
1183,accepted,,b69d51a2542ae191,False,2A,2A,2B,2A,1,2B,1,2B,1
1184,accepted,,f8a7dce8388ace38,False,2B,1,1,2A,2B,1,2B,2A,2B
1185,accepted,,0f980f826e3d6f9a,False,2B,2A,1,2B,2A,2A,1,2A,1
1186,accepted,,33ebc64515311c6f,False,2A,2A,1,2A,2A,2B,1,1,2A
1187,accepted,,e0a8793479e88654,True,2A,2B,2B,2B,2B,2A,2B,2B,2B
1188,accepted,,71202f304355420b,False,1,2B,1,2A,1,2B,1,2A,2B
1189,accepted,,8f31d6f8d44b21e2,False,2B,2A,2B,2A,2B,2A,1,2B,2A
1190,accepted,,452a0c469f4a0da5,True,2B,2B,1,2B,1,2A,2B,2B,1
1191,accepted,,df15ebb05a5338f9,False,2B,2B,2B,2A,1,2B,2B,1,2A
1192,accepted,,bedec43414e8da67,False,1,1,2B,2A,2B,2A,2B,2A,2A
1193,accepted,,debb980c68780e03,True,2A,2A,1,2A,2B,2B,1,1,2B
1194,accepted,,11abd399d753216e,True,1,1,1,2A,1,1,2B,1,2A
1195,accepted,,18341d33c3b0399d,False,1,2B,2B,2A,2A,2B,1,2A,2A
1196,accepted,,0906c4326106eecd,False,1,2B,1,2B,2A,2B,1,2B,2B
1197,accepted,,055bbd26f39034c2,True,2A,2A,1,2A,2B,2B,2B,2B,2B
1198,accepted,,54dcb3fa595ac845,False,2B,2A,2B,2B,2B,1,1,2B,1
1199,accepted,,d9a9aafe5bb4f024,True,2B,1,2B,2A,2A,2B,1,2B,1
1200,accepted,,71dcfc0105c395a7,False,2B,2A,2B,2A,2B,1,1,2A,1
1201,accepted,,f5e1958de66ec09e,False,2A,1,1,2B,1,2A,2B,2A,1
1202,accepted,,cc828b8235b2d037,False,2B,2A,2B,2B,2A,1,2B,2B,2A
1203,accepted,,321568fdc6c68d16,True,2A,2A,1,2B,2B,1,2B,1,2A
1204,accepted,,0f8e604f31a93e0b,True,2B,2A,1,2B,2B,2A,1,1,1
1205,accepted,,6e87c053659f08cb,True,1,2B,1,2B,1,1,2B,1,2B
1206,accepted,,f934fc7b388d4d95,False,2A,2A,1,2A,2A,2A,2B,1,2B
1207,accepted,,e0eccd64a5e823dc,True,2B,1,2B,2B,1,1,1,1,2A
1208,accepted,,5240f00c25ff08e5,False,1,2B,1,2B,2A,1,2B,2A,2A
1209,accepted,,0bf1de464dd4cbca,True,1,2B,1,2A,1,1,1,1,2A
1210,accepted,,03a298a67bd2c828,True,1,2A,1,2A,2B,2A,2B,2B,1
1211,accepted,,ea53f6fd230bc4e9,False,2A,2A,1,2B,2B,2B,1,2A,2B
1212,accepted,,93248c00d7243afd,True,1,2B,2B,2B,1,2B,1,2A,2A
1213,accepted,,410e1bbbe883d970,False,1,2B,2B,2A,2B,2A,2B,1,2B
1214,accepted,,92992286e8607cc1,False,2B,2B,2B,2B,2A,2B,1,1,2B
1215,accepted,,c5511cbe688509c5,True,2A,1,1,2B,2A,2A,1,2A,2B
1216,accepted,,dc308c9570140373,True,2A,2A,2B,2B,2B,2A,1,1,2B
1217,accepted,,8a7993e8634a4502,False,1,2B,1,2A,2B,1,2B,1,2A
1218,accepted,,8596a5e68cab8f42,True,2B,2B,2B,2A,2B,2B,1,2B,2B
1219,accepted,,620625ce8a58977d,True,1,2A,1,2A,2B,2A,2B,2B,2B
1220,accepted,,a9dcf3e41475ef7f,True,2B,2B,1,2B,2B,1,1,2A,1
1221,accepted,,9d50a38a6fca2e6c,True,2A,1,1,2A,2A,2B,2B,2B,2A
1222,accepted,,4217cf0b82cfe659,False,1,2A,2B,2B,1,1,1,2B,2A
1223,accepted,,3ba790ccff5b5eed,True,1,2B,2B,2B,2B,2A,1,2B,1
1224,accepted,,17b263a86e77dde2,True,1,2A,2B,2B,2A,2B,1,2A,2B
1225,accepted,,e820b7f5a577adf1,False,1,2B,1,2B,2B,1,2B,2B,2A
1226,accepted,,a38fe29475b26b18,True,2B,2B,2B,2B,2B,2B,1,1,1
1227,accepted,,5da29090a0eb4238,False,1,1,1,2A,2B,1,1,2B,1
1228,accepted,,bc5009f55c3a8d83,False,2A,2B,2B,2A,2B,2B,1,2B,2B
1229,accepted,,037118ac5c4af9e7,True,1,2B,2B,2A,2A,2B,2B,2B,1
1230,accepted,,a31dbde563342793,True,1,2B,2B,2B,2A,1,2B,2B,1
1231,accepted,,7a982bec89c70630,False,2A,2B,1,2B,2B,2A,2B,2B,1
1232,accepted,,7101bc4c1bc45358,False,2A,2A,2B,2A,1,2B,1,2A,1
1233,accepted,,dfc07e0a101d1e73,True,2B,1,1,2B,2B,2B,1,2B,2A
1234,accepted,,f9d4bad847390810,True,2A,1,2B,2B,1,2B,2B,1,1
